"","ID","module_label","module_color"
"4942","TraesCS1B02G275300","ME91","tan"
"4943","TraesCS1B02G275400","ME140","antiquewhite4"
"4944","TraesCS1B02G275500","ME165","lavenderblush3"
"4945","TraesCS1B02G275600","ME81","orange"
"4946","TraesCS1B02G275700","ME121","lightcyan1"
"4947","TraesCS1B02G275800","ME42","lavenderblush3"
"4948","TraesCS1B02G276000","ME125","brown"
"4949","TraesCS1B02G276500","ME19","brown"
"4950","TraesCS1B02G276700","ME111","brown"
"4951","TraesCS1B02G276800","ME15","lightpink2"
"4952","TraesCS1B02G276900","ME133","brown"
"4953","TraesCS1B02G277000","ME177","darkred"
"4954","TraesCS1B02G277300","ME47","brown"
"4955","TraesCS1B02G277400","ME28","antiquewhite4"
"4956","TraesCS1B02G277500","ME156","green4"
"4957","TraesCS1B02G277600","ME51","aliceblue"
"4958","TraesCS1B02G277800","ME113","darkred"
"4959","TraesCS1B02G278200","ME49","darkred"
"4960","TraesCS1B02G278300","ME69","darkolivegreen"
"4961","TraesCS1B02G278500","ME76","lightpink2"
"4962","TraesCS1B02G278600","ME58","coral3"
"4963","TraesCS1B02G279000","ME64","orangered4"
"4964","TraesCS1B02G279100","ME35","darkmagenta"
"4965","TraesCS1B02G279200","ME70","lightpink2"
"4966","TraesCS1B02G279300","ME29","lavenderblush3"
"4967","TraesCS1B02G279400","ME157","darkmagenta"
"4968","TraesCS1B02G279500","ME21","brown"
"4969","TraesCS1B02G279600","ME73","plum4"
"4970","TraesCS1B02G279700","ME57","antiquewhite4"
"4971","TraesCS1B02G279800","ME181","navajowhite4"
"4972","TraesCS1B02G279900","ME34","orange"
"4973","TraesCS1B02G280000","ME56","navajowhite4"
"4974","TraesCS1B02G280100","ME179","darkmagenta"
"4975","TraesCS1B02G280500","ME5","deeppink"
"4976","TraesCS1B02G280600","ME120","antiquewhite4"
"4977","TraesCS1B02G280700","ME178","antiquewhite4"
"4978","TraesCS1B02G280800","ME90","antiquewhite4"
"4979","TraesCS1B02G280900","ME101","darkolivegreen"
"4980","TraesCS1B02G281000","ME39","brown"
"4981","TraesCS1B02G281100","ME149","antiquewhite4"
"4982","TraesCS1B02G281200","ME53","brown"
"4983","TraesCS1B02G281400","ME55","lightcyan1"
"4984","TraesCS1B02G281600","ME45","brown"
"4985","TraesCS1B02G281700","ME14","palevioletred1"
"4986","TraesCS1B02G282200","ME107","bisque4"
"4987","TraesCS1B02G282300","ME162","tan2"
"4988","TraesCS1B02G282400","ME17","brown"
"4989","TraesCS1B02G282500","ME78","brown"
"4990","TraesCS1B02G282600","ME13","brown"
"4991","TraesCS1B02G282700","ME43","orange"
"4992","TraesCS1B02G282800","ME48","darkred"
"4993","TraesCS1B02G282900","ME129","coral4"
"4994","TraesCS1B02G283100","ME25","darkred"
"4995","TraesCS1B02G283200","ME37","darkred"
"4996","TraesCS1B02G283300","ME65","brown"
"4997","TraesCS1B02G283400","ME12","brown"
"4998","TraesCS1B02G283500","ME77","magenta4"
"4999","TraesCS1B02G283600","ME1","darkmagenta"
"5000","TraesCS1B02G283700","ME82","cyan"
"5001","TraesCS1B02G283900","ME20","orange"
"5002","TraesCS1B02G284000","ME150","firebrick4"
"5003","TraesCS1B02G284100","ME50","darkseagreen"
"5004","TraesCS1B02G284200","ME68","antiquewhite4"
"5005","TraesCS1B02G284400","ME97","darkred"
"5006","TraesCS1B02G284500","ME163","brown"
"5007","TraesCS1B02G284600","ME31","antiquewhite4"
"5008","TraesCS1B02G284800","ME119","lightcyan1"
"5009","TraesCS1B02G285300","ME27","antiquewhite4"
"5010","TraesCS1B02G285500","ME167","darkred"
"5011","TraesCS1B02G285600","ME100","antiquewhite4"
"5012","TraesCS1B02G285700","ME139","darkseagreen"
"5013","TraesCS1B02G285800","ME96","brown"
"5014","TraesCS1B02G285900","ME103","green4"
"5015","TraesCS1B02G286100","ME122","salmon2"
"5016","TraesCS1B02G286200","ME32","plum3"
"5017","TraesCS1B02G286300","ME91","salmon2"
"5018","TraesCS1B02G286500","ME140","antiquewhite4"
"5019","TraesCS1B02G286600","ME165","antiquewhite4"
"5020","TraesCS1B02G286700","ME81","antiquewhite4"
"5021","TraesCS1B02G286900","ME121","firebrick4"
"5022","TraesCS1B02G287000","ME42","salmon"
"5023","TraesCS1B02G287100","ME125","orangered3"
"5024","TraesCS1B02G287200","ME19","brown"
"5025","TraesCS1B02G287300","ME111","darkorange2"
"5026","TraesCS1B02G287400","ME15","brown"
"5027","TraesCS1B02G287500","ME133","ivory"
"5028","TraesCS1B02G287700","ME177","orangered4"
"5029","TraesCS1B02G287800","ME47","darkred"
"5030","TraesCS1B02G288000","ME28","coral3"
"5031","TraesCS1B02G288100","ME156","antiquewhite4"
"5032","TraesCS1B02G288200","ME51","deeppink"
"5033","TraesCS1B02G288300","ME113","salmon2"
"5034","TraesCS1B02G288400","ME49","brown"
"5035","TraesCS1B02G288500","ME69","magenta1"
"5036","TraesCS1B02G288600","ME76","antiquewhite4"
"5037","TraesCS1B02G288700","ME58","green2"
"5038","TraesCS1B02G288800","ME64","brown"
"5039","TraesCS1B02G288900","ME35","salmon2"
"5040","TraesCS1B02G289000","ME70","lightpink2"
"5041","TraesCS1B02G289100","ME29","antiquewhite2"
"5042","TraesCS1B02G289200","ME157","salmon2"
"5043","TraesCS1B02G289300","ME21","salmon2"
"5044","TraesCS1B02G289500","ME73","antiquewhite4"
"5045","TraesCS1B02G289600","ME57","salmon2"
"5046","TraesCS1B02G289700","ME181","brown"
"5047","TraesCS1B02G289800","ME34","darkolivegreen"
"5048","TraesCS1B02G289900","ME56","darkseagreen"
"5049","TraesCS1B02G290000","ME179","firebrick4"
"5050","TraesCS1B02G290200","ME5","brown"
"5051","TraesCS1B02G290300","ME120","brown"
"5052","TraesCS1B02G290500","ME178","antiquewhite4"
"5053","TraesCS1B02G290600","ME90","salmon2"
"5054","TraesCS1B02G290700","ME101","antiquewhite4"
"5055","TraesCS1B02G290800","ME39","antiquewhite4"
"5056","TraesCS1B02G290900","ME149","antiquewhite4"
"5057","TraesCS1B02G291000","ME53","salmon2"
"5058","TraesCS1B02G291200","ME55","salmon2"
"5059","TraesCS1B02G291400","ME45","antiquewhite4"
"5060","TraesCS1B02G291500","ME14","cyan"
"5061","TraesCS1B02G291600","ME107","salmon2"
"5062","TraesCS1B02G291700","ME162","brown"
"5063","TraesCS1B02G291900","ME17","darkred"
"5064","TraesCS1B02G292000","ME78","antiquewhite4"
"5065","TraesCS1B02G292200","ME13","sienna3"
"5066","TraesCS1B02G292300","ME43","brown"
"5067","TraesCS1B02G292400","ME48","darkred"
"5068","TraesCS1B02G292700","ME129","lightsteelblue1"
"5069","TraesCS1B02G292800","ME25","royalblue3"
"5070","TraesCS1B02G292900","ME37","honeydew1"
"5071","TraesCS1B02G293000","ME65","salmon2"
"5072","TraesCS1B02G293300","ME12","darkorange2"
"5073","TraesCS1B02G293400","ME77","brown"
"5074","TraesCS1B02G293500","ME1","darkred"
"5075","TraesCS1B02G293700","ME82","pink4"
"5076","TraesCS1B02G293800","ME20","brown"
"5077","TraesCS1B02G293900","ME150","grey60"
"5078","TraesCS1B02G294200","ME50","antiquewhite4"
"5079","TraesCS1B02G294300","ME68","firebrick4"
"5080","TraesCS1B02G294400","ME97","pink4"
"5081","TraesCS1B02G294500","ME163","salmon"
"5082","TraesCS1B02G294600","ME31","coral4"
"5083","TraesCS1B02G294700","ME119","blue3"
"5084","TraesCS1B02G294800","ME27","darkred"
"5085","TraesCS1B02G294900","ME167","brown"
"5086","TraesCS1B02G295000","ME100","firebrick4"
"5087","TraesCS1B02G295500","ME139","brown"
"5088","TraesCS1B02G295600","ME96","antiquewhite4"
"5089","TraesCS1B02G295700","ME103","antiquewhite4"
"5090","TraesCS1B02G295800","ME122","lightpink2"
"5091","TraesCS1B02G295900","ME32","darkorange2"
"5092","TraesCS1B02G296000","ME91","antiquewhite4"
"5093","TraesCS1B02G296100","ME140","lightpink2"
"5094","TraesCS1B02G296200","ME165","antiquewhite4"
"5095","TraesCS1B02G296300","ME81","coral3"
"5096","TraesCS1B02G296400","ME121","lightblue4"
"5097","TraesCS1B02G296500","ME42","cyan"
"5098","TraesCS1B02G296600","ME125","antiquewhite4"
"5099","TraesCS1B02G296700","ME19","lightpink2"
"5100","TraesCS1B02G296800","ME111","salmon2"
"5101","TraesCS1B02G296900","ME15","brown"
"5102","TraesCS1B02G297000","ME133","lightsteelblue"
"5103","TraesCS1B02G297100","ME177","skyblue"
"5104","TraesCS1B02G297300","ME47","grey60"
"5105","TraesCS1B02G297400","ME28","brown"
"5106","TraesCS1B02G297500","ME156","lavenderblush3"
"5107","TraesCS1B02G297600","ME51","brown"
"5108","TraesCS1B02G297700","ME113","antiquewhite4"
"5109","TraesCS1B02G297800","ME49","magenta4"
"5110","TraesCS1B02G297900","ME69","antiquewhite4"
"5111","TraesCS1B02G298000","ME76","darkolivegreen"
"5112","TraesCS1B02G298100","ME58","royalblue"
"5113","TraesCS1B02G298200","ME64","darkolivegreen"
"5114","TraesCS1B02G298300","ME35","lightskyblue3"
"5115","TraesCS1B02G298400","ME70","antiquewhite2"
"5116","TraesCS1B02G298500","ME29","antiquewhite2"
"5117","TraesCS1B02G299100","ME157","firebrick4"
"5118","TraesCS1B02G299200","ME21","bisque4"
"5119","TraesCS1B02G299300","ME73","antiquewhite4"
"5120","TraesCS1B02G299500","ME57","firebrick4"
"5121","TraesCS1B02G299600","ME181","firebrick4"
"5122","TraesCS1B02G299800","ME34","darkred"
"5123","TraesCS1B02G300000","ME56","antiquewhite4"
"5124","TraesCS1B02G300100","ME179","green4"
"5125","TraesCS1B02G300400","ME5","antiquewhite4"
"5126","TraesCS1B02G300600","ME120","palevioletred1"
"5127","TraesCS1B02G300700","ME178","antiquewhite4"
"5128","TraesCS1B02G300900","ME90","antiquewhite2"
"5129","TraesCS1B02G301000","ME101","darkmagenta"
"5130","TraesCS1B02G301100","ME39","antiquewhite2"
"5131","TraesCS1B02G301200","ME149","antiquewhite2"
"5132","TraesCS1B02G301400","ME53","brown"
"5133","TraesCS1B02G301500","ME55","darkred"
"5134","TraesCS1B02G301600","ME45","salmon"
"5135","TraesCS1B02G301700","ME14","darkred"
"5136","TraesCS1B02G301800","ME107","magenta4"
"5137","TraesCS1B02G301900","ME162","antiquewhite2"
"5138","TraesCS1B02G302300","ME17","royalblue"
"5139","TraesCS1B02G302800","ME78","darkred"
"5140","TraesCS1B02G303200","ME13","darkred"
"5141","TraesCS1B02G303300","ME43","antiquewhite2"
"5142","TraesCS1B02G303400","ME48","plum3"
"5143","TraesCS1B02G303500","ME129","orangered3"
"5144","TraesCS1B02G303600","ME25","coral4"
"5145","TraesCS1B02G303800","ME37","lightpink2"
"5146","TraesCS1B02G303900","ME65","pink4"
"5147","TraesCS1B02G304200","ME12","maroon"
"5148","TraesCS1B02G304500","ME77","plum3"
"5149","TraesCS1B02G304600","ME1","brown"
"5150","TraesCS1B02G304700","ME82","plum2"
"5151","TraesCS1B02G304800","ME20","darkred"
"5152","TraesCS1B02G304900","ME150","orangered3"
"5153","TraesCS1B02G305000","ME50","antiquewhite4"
"5154","TraesCS1B02G305100","ME68","firebrick2"
"5155","TraesCS1B02G305200","ME97","brown"
"5156","TraesCS1B02G305300","ME163","darkseagreen"
"5157","TraesCS1B02G305600","ME31","sienna3"
"5158","TraesCS1B02G305800","ME119","darkred"
"5159","TraesCS1B02G305900","ME27","brown"
"5160","TraesCS1B02G306000","ME167","lightsteelblue"
"5161","TraesCS1B02G306100","ME100","darkseagreen"
"5162","TraesCS1B02G306400","ME139","darkred"
"5163","TraesCS1B02G306500","ME96","green4"
"5164","TraesCS1B02G307000","ME103","green3"
"5165","TraesCS1B02G307200","ME122","brown"
"5166","TraesCS1B02G307400","ME32","brown"
"5167","TraesCS1B02G307500","ME91","darkmagenta"
"5168","TraesCS1B02G307600","ME140","darkred"
"5169","TraesCS1B02G307900","ME165","ivory"
"5170","TraesCS1B02G308000","ME81","coral3"
"5171","TraesCS1B02G308100","ME121","magenta3"
"5172","TraesCS1B02G308200","ME42","brown"
"5173","TraesCS1B02G308300","ME125","ivory"
"5174","TraesCS1B02G308400","ME19","ivory"
"5175","TraesCS1B02G308500","ME111","darkmagenta"
"5176","TraesCS1B02G308600","ME15","darkmagenta"
"5177","TraesCS1B02G308700","ME133","darkseagreen"
"5178","TraesCS1B02G308800","ME177","grey60"
"5179","TraesCS1B02G308900","ME47","darkred"
"5180","TraesCS1B02G309000","ME28","plum3"
"5181","TraesCS1B02G309100","ME156","antiquewhite4"
"5182","TraesCS1B02G309200","ME51","antiquewhite4"
"5183","TraesCS1B02G309300","ME113","royalblue"
"5184","TraesCS1B02G309400","ME49","antiquewhite4"
"5185","TraesCS1B02G309500","ME69","antiquewhite4"
"5186","TraesCS1B02G309700","ME76","magenta1"
"5187","TraesCS1B02G309800","ME58","antiquewhite4"
"5188","TraesCS1B02G310100","ME64","brown"
"5189","TraesCS1B02G310200","ME35","darkred"
"5190","TraesCS1B02G310300","ME70","antiquewhite4"
"5191","TraesCS1B02G310400","ME29","brown"
"5192","TraesCS1B02G310700","ME157","orange"
"5193","TraesCS1B02G310800","ME21","brown"
"5194","TraesCS1B02G310900","ME73","darkmagenta"
"5195","TraesCS1B02G311200","ME57","brown"
"5196","TraesCS1B02G311300","ME181","firebrick4"
"5197","TraesCS1B02G311400","ME34","brown"
"5198","TraesCS1B02G311700","ME56","darkmagenta"
"5199","TraesCS1B02G311800","ME179","darkmagenta"
"5200","TraesCS1B02G312600","ME5","darkred"
"5201","TraesCS1B02G312700","ME120","antiquewhite4"
"5202","TraesCS1B02G312800","ME178","magenta1"
"5203","TraesCS1B02G312900","ME90","brown"
"5204","TraesCS1B02G313100","ME101","grey60"
"5205","TraesCS1B02G313200","ME39","deeppink"
"5206","TraesCS1B02G313400","ME149","green3"
"5207","TraesCS1B02G313600","ME53","brown"
"5208","TraesCS1B02G313700","ME55","lightpink2"
"5209","TraesCS1B02G314000","ME45","antiquewhite4"
"5210","TraesCS1B02G314100","ME14","antiquewhite4"
"5211","TraesCS1B02G314200","ME107","coral3"
"5212","TraesCS1B02G314400","ME162","ivory"
"5213","TraesCS1B02G314500","ME17","lightsteelblue1"
"5214","TraesCS1B02G314600","ME78","ivory"
"5215","TraesCS1B02G314700","ME13","antiquewhite2"
"5216","TraesCS1B02G314800","ME43","brown"
"5217","TraesCS1B02G314900","ME48","brown"
"5218","TraesCS1B02G315000","ME129","orange"
"5219","TraesCS1B02G315300","ME25","brown"
"5220","TraesCS1B02G315436","ME37","darkslateblue"
"5221","TraesCS1B02G315437","ME65","green3"
"5222","TraesCS1B02G315500","ME12","orangered3"
"5223","TraesCS1B02G315508","ME77","antiquewhite4"
"5224","TraesCS1B02G315700","ME1","darkmagenta"
"5225","TraesCS1B02G315900","ME82","brown"
"5226","TraesCS1B02G316000","ME20","salmon"
"5227","TraesCS1B02G316100","ME150","brown"
"5228","TraesCS1B02G316200","ME50","antiquewhite4"
"5229","TraesCS1B02G316300","ME68","darkred"
"5230","TraesCS1B02G316400","ME97","darkmagenta"
"5231","TraesCS1B02G316500","ME163","brown"
"5232","TraesCS1B02G316600","ME31","darkmagenta"
"5233","TraesCS1B02G316700","ME119","lightsteelblue"
"5234","TraesCS1B02G316800","ME27","lavenderblush3"
"5235","TraesCS1B02G316900","ME167","royalblue"
"5236","TraesCS1B02G317000","ME100","antiquewhite4"
"5237","TraesCS1B02G317100","ME139","ivory"
"5238","TraesCS1B02G317200","ME96","antiquewhite4"
"5239","TraesCS1B02G317300","ME103","salmon"
"5240","TraesCS1B02G317500","ME122","antiquewhite4"
"5241","TraesCS1B02G317600","ME32","lightpink4"
"5242","TraesCS1B02G317800","ME91","firebrick2"
"5243","TraesCS1B02G317900","ME140","plum2"
"5244","TraesCS1B02G318000","ME165","grey60"
"5245","TraesCS1B02G318100","ME81","lavenderblush3"
"5246","TraesCS1B02G318200","ME121","antiquewhite4"
"5247","TraesCS1B02G318400","ME42","brown"
"5248","TraesCS1B02G318500","ME125","magenta3"
"5249","TraesCS1B02G318600","ME19","darkred"
"5250","TraesCS1B02G318700","ME111","antiquewhite1"
"5251","TraesCS1B02G318800","ME15","darkmagenta"
"5252","TraesCS1B02G319000","ME133","darkmagenta"
"5253","TraesCS1B02G319100","ME177","darkmagenta"
"5254","TraesCS1B02G319200","ME47","antiquewhite4"
"5255","TraesCS1B02G319300","ME28","darkolivegreen"
"5256","TraesCS1B02G319400","ME156","brown"
"5257","TraesCS1B02G319800","ME51","brown"
"5258","TraesCS1B02G320000","ME113","brown"
"5259","TraesCS1B02G320200","ME49","orange"
"5260","TraesCS1B02G320300","ME69","orange"
"5261","TraesCS1B02G320500","ME76","brown"
"5262","TraesCS1B02G320600","ME58","brown"
"5263","TraesCS1B02G320700","ME64","brown"
"5264","TraesCS1B02G320800","ME35","royalblue"
"5265","TraesCS1B02G321100","ME70","darkolivegreen"
"5266","TraesCS1B02G321400","ME29","lightpink2"
"5267","TraesCS1B02G321600","ME157","darkred"
"5268","TraesCS1B02G321700","ME21","darkred"
"5269","TraesCS1B02G321800","ME73","brown"
"5270","TraesCS1B02G321900","ME57","firebrick4"
"5271","TraesCS1B02G322000","ME181","antiquewhite4"
"5272","TraesCS1B02G322100","ME34","brown"
"5273","TraesCS1B02G322200","ME56","darkmagenta"
"5274","TraesCS1B02G322400","ME179","brown"
"5275","TraesCS1B02G322500","ME5","darkred"
"5276","TraesCS1B02G322600","ME120","darkred"
"5277","TraesCS1B02G322700","ME178","brown"
"5278","TraesCS1B02G322800","ME90","orange"
"5279","TraesCS1B02G322900","ME101","antiquewhite4"
"5280","TraesCS1B02G323000","ME39","brown"
"5281","TraesCS1B02G323100","ME149","brown"
"5282","TraesCS1B02G323200","ME53","lightcyan1"
"5283","TraesCS1B02G323300","ME55","mediumpurple"
"5284","TraesCS1B02G323500","ME45","brown"
"5285","TraesCS1B02G323600","ME14","ivory"
"5286","TraesCS1B02G323700","ME107","darkred"
"5287","TraesCS1B02G323800","ME162","orange"
"5288","TraesCS1B02G323900","ME17","sienna3"
"5289","TraesCS1B02G324000","ME78","cornsilk"
"5290","TraesCS1B02G324100","ME13","brown"
"5291","TraesCS1B02G324300","ME43","ivory"
"5292","TraesCS1B02G324500","ME48","darkred"
"5293","TraesCS1B02G325000","ME129","firebrick2"
"5294","TraesCS1B02G325100","ME25","plum3"
"5295","TraesCS1B02G325200","ME37","cyan"
"5296","TraesCS1B02G325300","ME65","firebrick4"
"5297","TraesCS1B02G325500","ME12","firebrick2"
"5298","TraesCS1B02G325700","ME77","antiquewhite4"
"5299","TraesCS1B02G325800","ME1","orange"
"5300","TraesCS1B02G326100","ME82","sienna3"
"5301","TraesCS1B02G326200","ME20","magenta1"
"5302","TraesCS1B02G326400","ME150","brown"
"5303","TraesCS1B02G326600","ME50","brown"
"5304","TraesCS1B02G326700","ME68","antiquewhite4"
"5305","TraesCS1B02G326800","ME97","ivory"
"5306","TraesCS1B02G326900","ME163","antiquewhite4"
"5307","TraesCS1B02G327100","ME31","brown"
"5308","TraesCS1B02G327200","ME119","lightblue4"
"5309","TraesCS1B02G327300","ME27","antiquewhite2"
"5310","TraesCS1B02G327400","ME167","brown3"
"5311","TraesCS1B02G327500","ME100","plum4"
"5312","TraesCS1B02G327600","ME139","antiquewhite4"
"5313","TraesCS1B02G327800","ME96","brown"
"5314","TraesCS1B02G328200","ME103","lightpink2"
"5315","TraesCS1B02G328300","ME122","maroon"
"5316","TraesCS1B02G328600","ME32","firebrick2"
"5317","TraesCS1B02G329300","ME91","darkred"
"5318","TraesCS1B02G329400","ME140","darkred"
"5319","TraesCS1B02G329500","ME165","firebrick2"
"5320","TraesCS1B02G329600","ME81","bisque4"
"5321","TraesCS1B02G330000","ME121","darkseagreen"
"5322","TraesCS1B02G330100","ME42","darkmagenta"
"5323","TraesCS1B02G330300","ME125","pink3"
"5324","TraesCS1B02G331300","ME19","lightsteelblue"
"5325","TraesCS1B02G331400","ME111","darkred"
"5326","TraesCS1B02G331600","ME15","darkmagenta"
"5327","TraesCS1B02G331700","ME133","brown"
"5328","TraesCS1B02G331800","ME177","plum3"
"5329","TraesCS1B02G331900","ME47","brown"
"5330","TraesCS1B02G332100","ME28","orange"
"5331","TraesCS1B02G332500","ME156","antiquewhite4"
"5332","TraesCS1B02G332700","ME51","pink3"
"5333","TraesCS1B02G333100","ME113","darkviolet"
"5334","TraesCS1B02G333300","ME49","green4"
"5335","TraesCS1B02G333400","ME69","darkorange2"
"5336","TraesCS1B02G333500","ME76","pink3"
"5337","TraesCS1B02G333600","ME58","honeydew1"
"5338","TraesCS1B02G333800","ME64","darkred"
"5339","TraesCS1B02G334100","ME35","mediumorchid4"
"5340","TraesCS1B02G334200","ME70","brown"
"5341","TraesCS1B02G334400","ME29","darkmagenta"
"5342","TraesCS1B02G334500","ME157","darkmagenta"
"5343","TraesCS1B02G334600","ME21","darkmagenta"
"5344","TraesCS1B02G334700","ME73","magenta4"
"5345","TraesCS1B02G334800","ME57","antiquewhite4"
"5346","TraesCS1B02G335000","ME181","antiquewhite4"
"5347","TraesCS1B02G335200","ME34","grey60"
"5348","TraesCS1B02G335300","ME56","brown"
"5349","TraesCS1B02G335400","ME179","brown"
"5350","TraesCS1B02G335500","ME5","brown"
"5351","TraesCS1B02G335600","ME120","coral4"
"5352","TraesCS1B02G335700","ME178","brown"
"5353","TraesCS1B02G335800","ME90","brown"
"5354","TraesCS1B02G335900","ME101","darkseagreen"
"5355","TraesCS1B02G336000","ME39","darkred"
"5356","TraesCS1B02G336200","ME149","coral3"
"5357","TraesCS1B02G336300","ME53","plum3"
"5358","TraesCS1B02G336400","ME55","firebrick2"
"5359","TraesCS1B02G336700","ME45","brown"
"5360","TraesCS1B02G336900","ME14","skyblue"
"5361","TraesCS1B02G337100","ME107","orange"
"5362","TraesCS1B02G337200","ME162","brown"
"5363","TraesCS1B02G337300","ME17","orangered3"
"5364","TraesCS1B02G337400","ME78","antiquewhite4"
"5365","TraesCS1B02G337500","ME13","mediumpurple1"
"5366","TraesCS1B02G337600","ME43","brown3"
"5367","TraesCS1B02G337800","ME48","brown"
"5368","TraesCS1B02G338500","ME129","darkred"
"5369","TraesCS1B02G338600","ME25","darkred"
"5370","TraesCS1B02G338800","ME37","pink4"
"5371","TraesCS1B02G339000","ME65","darkred"
"5372","TraesCS1B02G339100","ME12","honeydew1"
"5373","TraesCS1B02G339200","ME77","pink4"
"5374","TraesCS1B02G339500","ME1","antiquewhite4"
"5375","TraesCS1B02G339600","ME82","salmon2"
"5376","TraesCS1B02G339900","ME20","salmon2"
"5377","TraesCS1B02G340300","ME150","royalblue"
"5378","TraesCS1B02G340400","ME50","darkviolet"
"5379","TraesCS1B02G340500","ME68","antiquewhite4"
"5380","TraesCS1B02G340600","ME97","brown"
"5381","TraesCS1B02G341000","ME163","salmon2"
"5382","TraesCS1B02G341100","ME31","salmon2"
"5383","TraesCS1B02G341300","ME119","brown"
"5384","TraesCS1B02G341400","ME27","orange"
"5385","TraesCS1B02G341500","ME167","salmon2"
"5386","TraesCS1B02G341600","ME100","brown"
"5387","TraesCS1B02G341900","ME139","grey60"
"5388","TraesCS1B02G342000","ME96","darkred"
"5389","TraesCS1B02G342100","ME103","grey60"
"5390","TraesCS1B02G342200","ME122","salmon2"
"5391","TraesCS1B02G342400","ME32","brown"
"5392","TraesCS1B02G342500","ME91","lavenderblush3"
"5393","TraesCS1B02G342600","ME140","darkred"
"5394","TraesCS1B02G342700","ME165","salmon2"
"5395","TraesCS1B02G342800","ME81","salmon"
"5396","TraesCS1B02G343100","ME121","plum3"
"5397","TraesCS1B02G343700","ME42","brown"
"5398","TraesCS1B02G343800","ME125","orangered1"
"5399","TraesCS1B02G343900","ME19","chocolate2"
"5400","TraesCS1B02G344100","ME111","brown"
"5401","TraesCS1B02G344200","ME15","antiquewhite4"
"5402","TraesCS1B02G344300","ME133","brown"
"5403","TraesCS1B02G344400","ME177","darkred"
"5404","TraesCS1B02G344600","ME47","antiquewhite4"
"5405","TraesCS1B02G344900","ME28","brown"
"5406","TraesCS1B02G345100","ME156","cyan"
"5407","TraesCS1B02G345200","ME51","salmon2"
"5408","TraesCS1B02G345300","ME113","salmon2"
"5409","TraesCS1B02G345400","ME49","brown"
"5410","TraesCS1B02G345500","ME69","orangered1"
"5411","TraesCS1B02G345700","ME76","antiquewhite4"
"5412","TraesCS1B02G345800","ME58","grey60"
"5413","TraesCS1B02G345900","ME64","paleturquoise"
"5414","TraesCS1B02G346000","ME35","brown"
"5415","TraesCS1B02G346100","ME70","salmon"
"5416","TraesCS1B02G346200","ME29","brown"
"5417","TraesCS1B02G346300","ME157","brown"
"5418","TraesCS1B02G346400","ME21","lightpink2"
"5419","TraesCS1B02G346500","ME73","antiquewhite4"
"5420","TraesCS1B02G346600","ME57","salmon2"
"5421","TraesCS1B02G346700","ME181","blue3"
"5422","TraesCS1B02G346800","ME34","salmon2"
"5423","TraesCS1B02G347000","ME56","sienna3"
"5424","TraesCS1B02G347100","ME179","mistyrose"
"5425","TraesCS1B02G347200","ME5","magenta4"
"5426","TraesCS1B02G347700","ME120","orangered1"
"5427","TraesCS1B02G347800","ME178","lightpink2"
"5428","TraesCS1B02G347900","ME90","magenta1"
"5429","TraesCS1B02G348600","ME101","blue3"
"5430","TraesCS1B02G348800","ME39","magenta1"
"5431","TraesCS1B02G348900","ME149","plum3"
"5432","TraesCS1B02G349100","ME53","ivory"
"5433","TraesCS1B02G349200","ME55","green4"
"5434","TraesCS1B02G349300","ME45","magenta1"
"5435","TraesCS1B02G349800","ME14","darkred"
"5436","TraesCS1B02G349900","ME107","lavenderblush3"
"5437","TraesCS1B02G350200","ME162","antiquewhite4"
"5438","TraesCS1B02G350300","ME17","brown"
"5439","TraesCS1B02G350500","ME78","skyblue"
"5440","TraesCS1B02G350600","ME13","firebrick2"
"5441","TraesCS1B02G350700","ME43","salmon2"
"5442","TraesCS1B02G350800","ME48","coral3"
"5443","TraesCS1B02G351000","ME129","coral3"
"5444","TraesCS1B02G351200","ME25","salmon2"
"5445","TraesCS1B02G351300","ME37","brown"
"5446","TraesCS1B02G351400","ME65","darkorange2"
"5447","TraesCS1B02G351500","ME12","darkred"
"5448","TraesCS1B02G351600","ME77","palevioletred1"
"5449","TraesCS1B02G351800","ME1","cyan"
"5450","TraesCS1B02G351900","ME82","antiquewhite4"
"5451","TraesCS1B02G352000","ME20","darkolivegreen"
"5452","TraesCS1B02G352100","ME150","mediumpurple1"
"5453","TraesCS1B02G352200","ME50","antiquewhite4"
"5454","TraesCS1B02G352300","ME68","antiquewhite4"
"5455","TraesCS1B02G352400","ME97","darkred"
"5456","TraesCS1B02G352500","ME163","darkolivegreen"
"5457","TraesCS1B02G352600","ME31","brown"
"5458","TraesCS1B02G352700","ME119","brown"
"5459","TraesCS1B02G352800","ME27","green3"
"5460","TraesCS1B02G353200","ME167","darkred"
"5461","TraesCS1B02G353400","ME100","darkviolet"
"5462","TraesCS1B02G353500","ME139","palevioletred1"
"5463","TraesCS1B02G353700","ME96","palevioletred1"
"5464","TraesCS1B02G353900","ME103","palevioletred1"
"5465","TraesCS1B02G354000","ME122","orange"
"5466","TraesCS1B02G354200","ME32","orange"
"5467","TraesCS1B02G354300","ME91","darkred"
"5468","TraesCS1B02G354400","ME140","palevioletred1"
"5469","TraesCS1B02G354500","ME165","darkseagreen"
"5470","TraesCS1B02G354600","ME81","lightpink2"
"5471","TraesCS1B02G355600","ME121","brown"
"5472","TraesCS1B02G355700","ME42","brown"
"5473","TraesCS1B02G355900","ME125","lightsteelblue1"
"5474","TraesCS1B02G356100","ME19","antiquewhite4"
