"seqname","source","feature","start","end","score","strand","frame","attribute","gene_id","description","go_term"
"chr2B","IWGSC_v1.1_201706","gene",210651572,210653486,"60","-",".","ID=TraesCS2B02G220100;primconf=HC;previous_id=TraesCS2B01G220100;Name=TraesCS2B02G220100","TraesCS2B02G220100","Chlorophyll a-b binding protein, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A1D5UAF1]","GO_0016021; chloroplast thylakoid membrane; membrane; photosystem II; photosystem I; photosynthesis, light harvesting; chlorophyll binding; obsolete protein-chromophore linkage"
"chr2B","IWGSC_v1.1_201706","gene",210663098,210666214,"60","-",".","ID=TraesCS2B02G220200;primconf=HC;previous_id=TraesCS2B01G220200;Name=TraesCS2B02G220200","TraesCS2B02G220200","Ubiquitin-conjugating enzyme COP10 [Source:Projected from Arabidopsis thaliana (AT3G13550) UniProtKB/TrEMBL;Acc:Q0WNL1]","nucleus; regulation of photomorphogenesis"
"chr2B","IWGSC_v1.1_201706","gene",210667222,210670189,"61","-",".","ID=TraesCS2B02G220300;primconf=HC;previous_id=TraesCS2B01G220300;Name=TraesCS2B02G220300","TraesCS2B02G220300","","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process"
"chr2B","IWGSC_v1.1_201706","gene",210701804,210703484,"60","-",".","ID=TraesCS2B02G220400;primconf=HC;previous_id=TraesCS2B01G220400;Name=TraesCS2B02G220400","TraesCS2B02G220400","","acyltransferase activity, transferring groups other than amino-acyl groups"
"chr2B","IWGSC_v1.1_201706","gene",210828254,210831431,"56","-",".","ID=TraesCS2B02G220500;primconf=HC;previous_id=TraesCS2B01G220500;Name=TraesCS2B02G220500","TraesCS2B02G220500","",""
"chr2B","IWGSC_v1.1_201706","gene",210836426,210846835,"38","-",".","ID=TraesCS2B02G220600;primconf=HC;previous_id=TraesCS2B01G220600;Name=TraesCS2B02G220600","TraesCS2B02G220600","",""
"chr2B","IWGSC_v1.1_201706","gene",210930524,210932799,"61","-",".","ID=TraesCS2B02G220700;primconf=HC;previous_id=TraesCS2B01G220700;Name=TraesCS2B02G220700","TraesCS2B02G220700","","carbohydrate binding; ATP binding; protein kinase activity; protein phosphorylation"
"chr2B","IWGSC_v1.1_201706","gene",211009472,211009813,"50","-",".","ID=TraesCS2B02G220800;primconf=HC;previous_id=TraesCS2B01G220800;Name=TraesCS2B02G220800","TraesCS2B02G220800","","response to auxin"
"chr2B","IWGSC_v1.1_201706","gene",211153210,211155338,"61","+",".","ID=TraesCS2B02G220900;primconf=HC;previous_id=TraesCS2B01G220900;Name=TraesCS2B02G220900","TraesCS2B02G220900","","GO_0016021; carbohydrate binding; ATP binding; protein kinase activity; protein phosphorylation"
"chr2B","IWGSC_v1.1_201706","gene",211157393,211157835,"31","+",".","ID=TraesCS2B02G221000;primconf=HC;previous_id=TraesCS2B01G221000;Name=TraesCS2B02G221000","TraesCS2B02G221000","",""
"chr2B","IWGSC_v1.1_201706","gene",211187306,211189345,"61","+",".","ID=TraesCS2B02G221100;primconf=HC;previous_id=TraesCS2B01G221100;Name=TraesCS2B02G221100","TraesCS2B02G221100","","GO_0016021; carbohydrate binding; ATP binding; protein kinase activity; protein phosphorylation"
"chr2B","IWGSC_v1.1_201706","gene",211191392,211193401,"45","+",".","ID=TraesCS2B02G221200;primconf=HC;previous_id=TraesCS2B01G221200;Name=TraesCS2B02G221200","TraesCS2B02G221200","","GO_0016021; carbohydrate binding; ATP binding; protein kinase activity; protein phosphorylation"
"chr2B","IWGSC_v1.1_201706","gene",211210598,211214820,"57","-",".","ID=TraesCS2B02G221400;primconf=HC;previous_id=TraesCS2B01G221400;Name=TraesCS2B02G221400","TraesCS2B02G221400","S-acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D5U946]","palmitoyltransferase activity; GO_0016021; protein-cysteine S-palmitoyltransferase activity"
"chr2B","IWGSC_v1.1_201706","gene",211377180,211379367,"42","+",".","ID=TraesCS2B02G221500;primconf=HC;previous_id=TraesCS2B01G221500;Name=TraesCS2B02G221500","TraesCS2B02G221500","Beta-hexosaminidase [Source:UniProtKB/TrEMBL;Acc:W5BP41]","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; beta-N-acetylhexosaminidase activity; N-acetyl-beta-D-galactosaminidase activity"
"chr2B","IWGSC_v1.1_201706","gene",211525650,211535423,"61","+",".","ID=TraesCS2B02G221600;primconf=HC;previous_id=TraesCS2B01G221600;Name=TraesCS2B02G221600","TraesCS2B02G221600","","intracellular protein transport; protein import into nucleus; protein binding; small GTPase binding"
"chr2B","IWGSC_v1.1_201706","gene",211613871,211615323,"60","+",".","ID=TraesCS2B02G221700;primconf=HC;previous_id=TraesCS2B01G221700;Name=TraesCS2B02G221700","TraesCS2B02G221700","","DNA-binding transcription factor activity; DNA-templated transcription; nucleus; DNA binding; regulation of DNA-templated transcription"
"chr2B","IWGSC_v1.1_201706","gene",211623756,211627190,"60","-",".","ID=TraesCS2B02G221800;primconf=HC;previous_id=TraesCS2B01G221800;Name=TraesCS2B02G221800","TraesCS2B02G221800","Tubulin alpha chain [Source:UniProtKB/TrEMBL;Acc:A4K4Z3]","microtubule; GTP binding; GTPase activity; microtubule-based process; structural constituent of cytoskeleton; cytoskeleton; hydrolase activity; nucleotide binding; metal ion binding; cytoplasm; mitotic cell cycle; microtubule cytoskeleton organization"
"chr2B","IWGSC_v1.1_201706","gene",211699200,211700274,"48","+",".","ID=TraesCS2B02G221900;primconf=HC;previous_id=TraesCS2B01G221900;Name=TraesCS2B02G221900","TraesCS2B02G221900","",""
"chr2B","IWGSC_v1.1_201706","gene",211865502,211875577,"61","+",".","ID=TraesCS2B02G222000;primconf=HC;previous_id=TraesCS2B01G222000;Name=TraesCS2B02G222000","TraesCS2B02G222000","Switch 2 [Source:Projected from Arabidopsis thaliana (AT1G03750) UniProtKB/Swiss-Prot;Acc:F4I2H2]","ATP binding; ATP-dependent chromatin remodeler activity"
"chr2B","IWGSC_v1.1_201706","gene",211996501,211999011,"57","+",".","ID=TraesCS2B02G222100;primconf=HC;previous_id=TraesCS2B01G222100;Name=TraesCS2B02G222100","TraesCS2B02G222100","","GO_0016021; ATP binding; protein kinase activity; protein phosphorylation"
"chr2B","IWGSC_v1.1_201706","gene",212024611,212027758,"39","-",".","ID=TraesCS2B02G222200;primconf=HC;previous_id=TraesCS2B01G222200;Name=TraesCS2B02G222200","TraesCS2B02G222200","",""
"chr2B","IWGSC_v1.1_201706","gene",212060912,212061133,"25","-",".","ID=TraesCS2B02G222300;primconf=HC;previous_id=TraesCS2B01G222300;Name=TraesCS2B02G222300","TraesCS2B02G222300","",""
"chr2B","IWGSC_v1.1_201706","gene",212176935,212182422,"60","+",".","ID=TraesCS2B02G222400;primconf=HC;previous_id=TraesCS2B01G222400;Name=TraesCS2B02G222400","TraesCS2B02G222400","",""
"chr2B","IWGSC_v1.1_201706","gene",212183279,212183743,"37","+",".","ID=TraesCS2B02G222500;primconf=HC;previous_id=TraesCS2B01G222500;Name=TraesCS2B02G222500","TraesCS2B02G222500","",""
"chr2B","IWGSC_v1.1_201706","gene",212296442,212300938,"62","+",".","ID=TraesCS2B02G222600;primconf=HC;previous_id=TraesCS2B01G222600;Name=TraesCS2B02G222600","TraesCS2B02G222600","","GO_0016021; membrane; Golgi membrane; pyrimidine nucleotide-sugar transmembrane transporter activity; pyrimidine nucleotide-sugar transmembrane transport"
"chr2B","IWGSC_v1.1_201706","gene",212308592,212312643,"62","-",".","ID=TraesCS2B02G222700;primconf=HC;previous_id=TraesCS2B01G222700;Name=TraesCS2B02G222700","TraesCS2B02G222700","",""
"chr2B","IWGSC_v1.1_201706","gene",212576888,212583372,"53","-",".","ID=TraesCS2B02G222800;primconf=HC;previous_id=TraesCS2B01G222800;Name=TraesCS2B02G222800","TraesCS2B02G222800","","defense response; ADP binding"
"chr2B","IWGSC_v1.1_201706","gene",212770803,212773316,"51","-",".","ID=TraesCS2B02G222900;primconf=HC;previous_id=TraesCS2B01G222900;Name=TraesCS2B02G222900","TraesCS2B02G222900","","ATP binding; protein kinase activity; protein phosphorylation"
"chr2B","IWGSC_v1.1_201706","gene",212773625,212781445,"62","-",".","ID=TraesCS2B02G223000;primconf=HC;previous_id=TraesCS2B01G223000;Name=TraesCS2B02G223000","TraesCS2B02G223000","Protein FREE1 [Source:Projected from Arabidopsis thaliana (AT1G20110) UniProtKB/Swiss-Prot;Acc:Q9ASS2]","metal ion binding; ubiquitin binding; mRNA binding; ESCRT I complex; intralumenal vesicle formation; multivesicular body assembly; late endosome membrane; iron ion homeostasis"
"chr2B","IWGSC_v1.1_201706","gene",212930775,212931476,"55","-",".","ID=TraesCS2B02G223100;primconf=HC;previous_id=TraesCS2B01G223100;Name=TraesCS2B02G223100","TraesCS2B02G223100","",""
"chr2B","IWGSC_v1.1_201706","gene",212931532,212936412,"57","-",".","ID=TraesCS2B02G223200;primconf=HC;previous_id=TraesCS2B01G223200;Name=TraesCS2B02G223200","TraesCS2B02G223200","Adenylyl-sulfate kinase [Source:UniProtKB/TrEMBL;Acc:A0A341QK61]","ATP binding; sulfate assimilation; adenylylsulfate kinase activity"
"chr2B","IWGSC_v1.1_201706","gene",212936881,212937575,"52","-",".","ID=TraesCS2B02G223300;primconf=HC;previous_id=TraesCS2B01G223300;Name=TraesCS2B02G223300","TraesCS2B02G223300","",""
"chr2B","IWGSC_v1.1_201706","gene",212943463,212944424,"57","-",".","ID=TraesCS2B02G223400;primconf=HC;previous_id=TraesCS2B01G223400;Name=TraesCS2B02G223400","TraesCS2B02G223400","","structural constituent of ribosome; translation; ribosome"
"chr2B","IWGSC_v1.1_201706","gene",213022930,213028049,"49","-",".","ID=TraesCS2B02G223500;primconf=HC;previous_id=TraesCS2B01G223500;Name=TraesCS2B02G223500","TraesCS2B02G223500","",""
"chr2B","IWGSC_v1.1_201706","gene",213252738,213256205,"61","-",".","ID=TraesCS2B02G223600;primconf=HC;previous_id=TraesCS2B01G223600;Name=TraesCS2B02G223600","TraesCS2B02G223600","","ATP binding; protein kinase activity; protein phosphorylation"
"chr2B","IWGSC_v1.1_201706","gene",213803495,213807185,"62","-",".","ID=TraesCS2B02G223700;primconf=HC;previous_id=TraesCS2B01G223700;Name=TraesCS2B02G223700","TraesCS2B02G223700","","GO_0016021; glycosyltransferase activity; fucose metabolic process; protein O-linked fucosylation; peptide-O-fucosyltransferase activity"
"chr2B","IWGSC_v1.1_201706","gene",213998344,213999362,"59","-",".","ID=TraesCS2B02G223800;primconf=HC;previous_id=TraesCS2B01G223800;Name=TraesCS2B02G223800","TraesCS2B02G223800","",""
"chr2B","IWGSC_v1.1_201706","gene",214004164,214006157,"54","-",".","ID=TraesCS2B02G223900;primconf=HC;previous_id=TraesCS2B01G223900;Name=TraesCS2B02G223900","TraesCS2B02G223900","",""
"chr2B","IWGSC_v1.1_201706","gene",214280956,214283508,"61","+",".","ID=TraesCS2B02G224000;primconf=HC;previous_id=TraesCS2B01G224000;Name=TraesCS2B02G224000","TraesCS2B02G224000","Phenylalanine ammonia-lyase [Source:UniProtKB/TrEMBL;Acc:A0A1D5UB52]","cytoplasm; catalytic activity; L-phenylalanine catabolic process; ammonia-lyase activity; phenylalanine ammonia-lyase activity; cinnamic acid biosynthetic process"
"chr2B","IWGSC_v1.1_201706","gene",214284538,214286760,"60","-",".","ID=TraesCS2B02G224100;manually_curated=yes;Name=TraesCS2B02G224100;derived_from=TraesCS2B01G224100,PPRFinder_395;primconf=HC;curating_team=IWGSC_steinn","TraesCS2B02G224100","","RNA binding; RNA modification; protein binding"
"chr2B","IWGSC_v1.1_201706","gene",214286845,214288787,"52","+",".","ID=TraesCS2B02G224200;primconf=HC;previous_id=TraesCS2B01G224200;Name=TraesCS2B02G224200","TraesCS2B02G224200","","plasma membrane; identical protein binding; protein complex oligomerization; SCAR complex; actin filament organization; protein-containing complex binding; trichome morphogenesis; cytoplasm; cytoskeleton; regulation of actin polymerization or depolymerization; cell motility"
"chr2B","IWGSC_v1.1_201706","gene",214312779,214315434,"56","+",".","ID=TraesCS2B02G224300;primconf=HC;previous_id=TraesCS2B01G224300;Name=TraesCS2B02G224300","TraesCS2B02G224300","Phenylalanine ammonia-lyase [Source:UniProtKB/TrEMBL;Acc:A0A1D5UB55]","cytoplasm; catalytic activity; L-phenylalanine catabolic process; ammonia-lyase activity; phenylalanine ammonia-lyase activity; cinnamic acid biosynthetic process"
"chr2B","IWGSC_v1.1_201706","gene",214315789,214319432,"45","-",".","ID=TraesCS2B02G224400;primconf=HC;previous_id=TraesCS2B01G224400;Name=TraesCS2B02G224400","TraesCS2B02G224400","",""
"chr2B","IWGSC_v1.1_201706","gene",214375355,214379053,"62","-",".","ID=TraesCS2B02G224500;primconf=HC;previous_id=TraesCS2B01G224500;Name=TraesCS2B02G224500","TraesCS2B02G224500","","protein binding"
"chr2B","IWGSC_v1.1_201706","gene",214530571,214534020,"63","+",".","ID=TraesCS2B02G224600;primconf=HC;previous_id=TraesCS2B01G224600;Name=TraesCS2B02G224600","TraesCS2B02G224600","","spliceosomal complex; RNA splicing"
"chr2B","IWGSC_v1.1_201706","gene",214534189,214535173,"43","-",".","ID=TraesCS2B02G224700;primconf=HC;previous_id=TraesCS2B01G224700;Name=TraesCS2B02G224700","TraesCS2B02G224700","","multicellular organism development"
"chr2B","IWGSC_v1.1_201706","gene",214561054,214565309,"58","-",".","ID=TraesCS2B02G224800;primconf=HC;previous_id=TraesCS2B01G224800;Name=TraesCS2B02G224800","TraesCS2B02G224800","","GO_0016021; transmembrane transporter activity; membrane; transmembrane transport"
"chr2B","IWGSC_v1.1_201706","gene",214584676,214589027,"48","+",".","ID=TraesCS2B02G224900;primconf=HC;previous_id=TraesCS2B01G224900;Name=TraesCS2B02G224900","TraesCS2B02G224900","",""
"chr2B","IWGSC_v1.1_201706","gene",214592151,214594751,"54","+",".","ID=TraesCS2B02G225000;primconf=HC;previous_id=TraesCS2B01G225000;Name=TraesCS2B02G225000","TraesCS2B02G225000","","defense response; ADP binding"
"chr2B","IWGSC_v1.1_201706","gene",214822145,214828931,"62","+",".","ID=TraesCS2B02G225100;primconf=HC;previous_id=TraesCS2B01G225100;Name=TraesCS2B02G225100","TraesCS2B02G225100","","GO_0016021"
"chr2B","IWGSC_v1.1_201706","gene",215198870,215206117,"58","+",".","ID=TraesCS2B02G225200;primconf=HC;previous_id=TraesCS2B01G225200;Name=TraesCS2B02G225200","TraesCS2B02G225200","","regulation of circadian rhythm"
"chr2B","IWGSC_v1.1_201706","gene",215593543,215598490,"59","-",".","ID=TraesCS2B02G225300;primconf=HC;previous_id=TraesCS2B01G225300;Name=TraesCS2B02G225300","TraesCS2B02G225300","Ribosome-recycling factor, chloroplastic [Source:Projected from Arabidopsis thaliana (AT3G63190) UniProtKB/Swiss-Prot;Acc:Q9M1X0]","translation"
"chr2B","IWGSC_v1.1_201706","gene",215835145,215841899,"61","+",".","ID=TraesCS2B02G225400;primconf=HC;previous_id=TraesCS2B01G225400;Name=TraesCS2B02G225400","TraesCS2B02G225400","","electron transfer activity"
"chr2B","IWGSC_v1.1_201706","gene",215951019,215953420,"36","+",".","ID=TraesCS2B02G225600;primconf=HC;previous_id=TraesCS2B01G225600;Name=TraesCS2B02G225600","TraesCS2B02G225600","",""
"chr2B","IWGSC_v1.1_201706","gene",216444113,216445596,"44","-",".","ID=TraesCS2B02G225700;primconf=HC;previous_id=TraesCS2B01G225700;Name=TraesCS2B02G225700","TraesCS2B02G225700","",""
"chr2B","IWGSC_v1.1_201706","gene",216448836,216468232,"60","+",".","ID=TraesCS2B02G225800;primconf=HC;previous_id=TraesCS2B01G225800;Name=TraesCS2B02G225800","TraesCS2B02G225800","","metal ion binding; metalloendopeptidase activity; proteolysis"
"chr2B","IWGSC_v1.1_201706","gene",216708363,216711221,"62","+",".","ID=TraesCS2B02G225900;primconf=HC;previous_id=TraesCS2B01G225900;Name=TraesCS2B02G225900","TraesCS2B02G225900","","GO_0016021; membrane; transmembrane transport; channel activity"
"chr2B","IWGSC_v1.1_201706","gene",216853376,216856470,"62","-",".","ID=TraesCS2B02G226000;primconf=HC;previous_id=TraesCS2B01G226000;Name=TraesCS2B02G226000","TraesCS2B02G226000","Zinc finger AN1 and C2H2 domain-containing stress-associated protein, Stress response, Regulation of the expression of stress-associated gene [Source: Projected from Oryza sativa (Os07g0569700)]","nucleic acid binding; zinc ion binding"
"chr2B","IWGSC_v1.1_201706","gene",216939011,216941406,"61","+",".","ID=TraesCS2B02G226100;primconf=HC;previous_id=TraesCS2B01G226100;Name=TraesCS2B02G226100","TraesCS2B02G226100","","ribulose bisphosphate carboxylase complex assembly; protein folding chaperone"
"chr2B","IWGSC_v1.1_201706","gene",216942157,216944463,"40","+",".","ID=TraesCS2B02G226200;primconf=HC;previous_id=TraesCS2B01G226200;Name=TraesCS2B02G226200","TraesCS2B02G226200","","GO_0016021; carbohydrate binding; ATP binding; protein kinase activity; protein phosphorylation"
"chr2B","IWGSC_v1.1_201706","gene",216946462,216947960,"37","-",".","ID=TraesCS2B02G226300;primconf=HC;previous_id=TraesCS2B01G226300;Name=TraesCS2B02G226300","TraesCS2B02G226300","","S-adenosylmethionine-dependent methyltransferase activity"
"chr2B","IWGSC_v1.1_201706","gene",216964970,216965509,"47","-",".","ID=TraesCS2B02G226400;primconf=HC;previous_id=TraesCS2B01G226400;Name=TraesCS2B02G226400","TraesCS2B02G226400","Ctr copper transporter family protein [Source: Projected from Oryza sativa (Os03g0370800)]","GO_0016021; membrane; copper ion transmembrane transporter activity; copper ion transmembrane transport"
"chr2B","IWGSC_v1.1_201706","gene",217396600,217398377,"62","+",".","ID=TraesCS2B02G226600;primconf=HC;previous_id=TraesCS2B01G226600;Name=TraesCS2B02G226600","TraesCS2B02G226600","",""
"chr2B","IWGSC_v1.1_201706","gene",217404457,217409720,"51","-",".","ID=TraesCS2B02G226700;primconf=HC;previous_id=TraesCS2B01G226700;Name=TraesCS2B02G226700","TraesCS2B02G226700","",""
"chr2B","IWGSC_v1.1_201706","gene",217409852,217415379,"62","+",".","ID=TraesCS2B02G226800;primconf=HC;previous_id=TraesCS2B01G226800;Name=TraesCS2B02G226800","TraesCS2B02G226800","","GO_0016021"
"chr2B","IWGSC_v1.1_201706","gene",217433407,217434411,"54","+",".","ID=TraesCS2B02G226900;primconf=HC;previous_id=TraesCS2B01G226900;Name=TraesCS2B02G226900","TraesCS2B02G226900","Polygalacturonase-inhibiting protein, Inhibitor of fungal polygalacturonase, Regulation of floral organ numbe [Source: Projected from Oryza sativa (Os07g0568700)]","enzyme inhibitor activity; specification of floral organ number; protein binding"
"chr2B","IWGSC_v1.1_201706","gene",217789831,217793781,"63","-",".","ID=TraesCS2B02G227000;primconf=HC;previous_id=TraesCS2B01G227000;Name=TraesCS2B02G227000","TraesCS2B02G227000","","ATP binding; protein kinase activity; calcium ion binding; protein phosphorylation"
"chr2B","IWGSC_v1.1_201706","gene",217907925,217911895,"55","+",".","ID=TraesCS2B02G227100;primconf=HC;previous_id=TraesCS2B01G227100;Name=TraesCS2B02G227100","TraesCS2B02G227100","","GO_0016021"
"chr2B","IWGSC_v1.1_201706","gene",218289821,218294598,"43","+",".","ID=TraesCS2B02G227200;primconf=HC;previous_id=TraesCS2B01G227200;Name=TraesCS2B02G227200","TraesCS2B02G227200","","GO_0016021"
"chr2B","IWGSC_v1.1_201706","gene",219294954,219297536,"47","-",".","ID=TraesCS2B02G227400;primconf=HC;previous_id=TraesCS2B01G227400;Name=TraesCS2B02G227400","TraesCS2B02G227400","",""
"chr2B","IWGSC_v1.1_201706","gene",221086597,221089766,"60","+",".","ID=TraesCS2B02G227500;primconf=HC;previous_id=TraesCS2B01G227500;Name=TraesCS2B02G227500","TraesCS2B02G227500","","metal ion binding; protein binding"
"chr2B","IWGSC_v1.1_201706","gene",221090421,221097641,"62","-",".","ID=TraesCS2B02G227600;primconf=HC;previous_id=TraesCS2B01G227600;Name=TraesCS2B02G227600","TraesCS2B02G227600","HVA22-like protein [Source:UniProtKB/TrEMBL;Acc:A0A1D5U889]","membrane"
"chr4B","IWGSC_v1.1_201706","gene",127469208,127476274,"53","+",".","ID=TraesCS4B02G112800;Name=TraesCS4B02G112800;previous_id=TraesCS4B01G112800;primconf=HC","TraesCS4B02G112800","Autophagy-related protein 13b [Source:Projected from Arabidopsis thaliana (AT3G18770) UniProtKB/Swiss-Prot;Acc:F4J8V5]","autophagy; Atg1/ULK1 kinase complex; autophagosome assembly"
"chr4B","IWGSC_v1.1_201706","gene",127687018,127688195,"59","-",".","ID=TraesCS4B02G112900;Name=TraesCS4B02G112900;previous_id=TraesCS4B01G112900;primconf=HC","TraesCS4B02G112900","","GO_0016021; cellular manganese ion homeostasis; manganese ion transmembrane transporter activity"
"chr4B","IWGSC_v1.1_201706","gene",127720210,127721003,"46","-",".","ID=TraesCS4B02G113000;Name=TraesCS4B02G113000;previous_id=TraesCS4B01G113000;primconf=HC","TraesCS4B02G113000","",""
"chr4B","IWGSC_v1.1_201706","gene",127721027,127723915,"46","-",".","ID=TraesCS4B02G113100;Name=TraesCS4B02G113100;previous_id=TraesCS4B01G113100;primconf=HC","TraesCS4B02G113100","",""
"chr4B","IWGSC_v1.1_201706","gene",128020665,128022574,"60","-",".","ID=TraesCS4B02G113200;Name=TraesCS4B02G113200;previous_id=TraesCS4B01G113200;primconf=HC","TraesCS4B02G113200","","ADP binding"
"chr4B","IWGSC_v1.1_201706","gene",128024942,128026366,"52","-",".","ID=TraesCS4B02G113300;Name=TraesCS4B02G113300;previous_id=TraesCS4B01G113300;primconf=HC","TraesCS4B02G113300","",""
"chr4B","IWGSC_v1.1_201706","gene",128055546,128059145,"63","-",".","ID=TraesCS4B02G113400;Name=TraesCS4B02G113400;previous_id=TraesCS4B01G113400;primconf=HC","TraesCS4B02G113400","","DNA-binding transcription factor activity; regulation of DNA-templated transcription"
"chr4B","IWGSC_v1.1_201706","gene",128258968,128260154,"50","-",".","ID=TraesCS4B02G113500;Name=TraesCS4B02G113500;previous_id=TraesCS4B01G113500;primconf=HC","TraesCS4B02G113500","",""
"chr4B","IWGSC_v1.1_201706","gene",128528112,128541696,"51","+",".","ID=TraesCS4B02G113600;Name=TraesCS4B02G113600;previous_id=TraesCS4B01G113600;primconf=HC","TraesCS4B02G113600","",""
"chr4B","IWGSC_v1.1_201706","gene",128542553,128544310,"50","-",".","ID=TraesCS4B02G113700;Name=TraesCS4B02G113700;previous_id=TraesCS4B01G113700;primconf=HC","TraesCS4B02G113700","","shoot system development; root development"
"chr4B","IWGSC_v1.1_201706","gene",128544701,128545610,"51","-",".","ID=TraesCS4B02G113800;Name=TraesCS4B02G113800;previous_id=TraesCS4B01G113800;primconf=HC","TraesCS4B02G113800","","shoot system development; root development"
"chr4B","IWGSC_v1.1_201706","gene",128547388,128547792,"41","-",".","ID=TraesCS4B02G113900;Name=TraesCS4B02G113900;previous_id=TraesCS4B01G113900;primconf=HC","TraesCS4B02G113900","","shoot system development; root development"
"chr4B","IWGSC_v1.1_201706","gene",128550484,128551494,"42","-",".","ID=TraesCS4B02G114000;Name=TraesCS4B02G114000;previous_id=TraesCS4B01G114000;primconf=HC","TraesCS4B02G114000","","shoot system development; root development"
"chr4B","IWGSC_v1.1_201706","gene",128553677,128554630,"42","-",".","ID=TraesCS4B02G114100;Name=TraesCS4B02G114100;previous_id=TraesCS4B01G114100;primconf=HC","TraesCS4B02G114100","","shoot system development; root development"
"chr4B","IWGSC_v1.1_201706","gene",128557141,128557731,"39","-",".","ID=TraesCS4B02G114200;Name=TraesCS4B02G114200;previous_id=TraesCS4B01G114200;primconf=HC","TraesCS4B02G114200","","shoot system development; root development"
"chr4B","IWGSC_v1.1_201706","gene",128559721,128560119,"31","-",".","ID=TraesCS4B02G114300;Name=TraesCS4B02G114300;previous_id=TraesCS4B01G114300;primconf=HC","TraesCS4B02G114300","","shoot system development; root development"
"chr4B","IWGSC_v1.1_201706","gene",129524542,129526328,"41","+",".","ID=TraesCS4B02G114400;Name=TraesCS4B02G114400;previous_id=TraesCS4B01G114400;primconf=HC","TraesCS4B02G114400","",""
"chr4B","IWGSC_v1.1_201706","gene",130223473,130232039,"53","+",".","ID=TraesCS4B02G114500;Name=TraesCS4B02G114500;previous_id=TraesCS4B01G114500;primconf=HC","TraesCS4B02G114500","","phosphatidylinositol binding"
"chr4B","IWGSC_v1.1_201706","gene",130622726,130627144,"62","+",".","ID=TraesCS4B02G114600;Name=TraesCS4B02G114600;previous_id=TraesCS4B01G114600;primconf=HC","TraesCS4B02G114600","","nucleus; DNA binding; regulation of DNA-templated transcription"
"chr4B","IWGSC_v1.1_201706","gene",130624837,130625202,"40","-",".","ID=TraesCS4B02G114700;Name=TraesCS4B02G114700;previous_id=TraesCS4B01G114700;primconf=HC","TraesCS4B02G114700","",""
"chr4B","IWGSC_v1.1_201706","gene",130628051,130632833,"55","-",".","ID=TraesCS4B02G114800;Name=TraesCS4B02G114800;previous_id=TraesCS4B01G114800;primconf=HC","TraesCS4B02G114800","","DNA-binding transcription factor activity; regulation of DNA-templated transcription; protein dimerization activity; nucleus; root development"
"chr4B","IWGSC_v1.1_201706","gene",131166335,131167836,"53","-",".","ID=TraesCS4B02G114900;Name=TraesCS4B02G114900;previous_id=TraesCS4B01G114900;primconf=HC","TraesCS4B02G114900","","oxidoreductase activity"
"chr4B","IWGSC_v1.1_201706","gene",131705367,131706245,"53","-",".","ID=TraesCS4B02G115000;Name=TraesCS4B02G115000;previous_id=TraesCS4B01G115000;primconf=HC","TraesCS4B02G115000","","GO_0016021"
"chr4B","IWGSC_v1.1_201706","gene",131706719,131713472,"61","-",".","ID=TraesCS4B02G115100;Name=TraesCS4B02G115100;previous_id=TraesCS4B01G115100;primconf=HC","TraesCS4B02G115100","","nucleus; phosphorelay signal transduction system; cytokinin-activated signaling pathway; protein binding; regulation of flower development"
"chr4B","IWGSC_v1.1_201706","gene",132047916,132053861,"62","+",".","ID=TraesCS4B02G115200;Name=TraesCS4B02G115200;previous_id=TraesCS4B01G115200;primconf=HC","TraesCS4B02G115200","Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL;Acc:W5EBL1]","protein transport; exocyst; exocytosis; phosphatidylinositol-4,5-bisphosphate binding"
"chr4B","IWGSC_v1.1_201706","gene",132055281,132056738,"42","-",".","ID=TraesCS4B02G115300;Name=TraesCS4B02G115300;previous_id=TraesCS4B01G115300;primconf=HC","TraesCS4B02G115300","","protein binding"
"chr4B","IWGSC_v1.1_201706","gene",132166215,132167951,"60","-",".","ID=TraesCS4B02G115400;Name=TraesCS4B02G115400;previous_id=TraesCS4B01G115400;primconf=HC","TraesCS4B02G115400","Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:W5EDA5]","ATP binding; protein kinase activity; protein serine/threonine kinase activity; signal transduction; protein phosphorylation"
"chr4B","IWGSC_v1.1_201706","gene",132293366,132295380,"49","-",".","ID=TraesCS4B02G115500;Name=TraesCS4B02G115500;previous_id=TraesCS4B01G115500;primconf=HC","TraesCS4B02G115500","","protein binding"
"chr4B","IWGSC_v1.1_201706","gene",132320206,132321720,"56","+",".","ID=TraesCS4B02G115600;Name=TraesCS4B02G115600;previous_id=TraesCS4B01G115600;primconf=HC","TraesCS4B02G115600","","GO_0016021"
"chr4B","IWGSC_v1.1_201706","gene",132331427,132333051,"53","+",".","ID=TraesCS4B02G115700;Name=TraesCS4B02G115700;previous_id=TraesCS4B01G115700;primconf=HC","TraesCS4B02G115700","","GO_0016021; defense response to other organism"
